01.Licence Number,02.Current Licence Status,03.Licensee Name,04.Orig BA Code,05.Surface Location,06.Detection Date,07.Report Date,08.Report Status,09.Failure Type,10.Failure Top Depth (mKB),11.Failure Depth Bottom (mKB),12.Reported Resolution,13.Reported Resolution Date,14.Steam Scheme Type,15.Connection Type,16.Final Drill Date
 0151179,Suspension,Ember Resources Inc. (A1H9),A1H9,10-26-039-21W4,"Feb 15, 2008","Jan 16, 2014",Closed,Thread Leak,1304,1314,Cement Squeeze/Plug,"Mar 12, 2014",,STC,"Dec 30, 1991"
 0139116,Suspension,Blue Sky Resources Ltd. (A7XK),0063,12-26-089-04W5,"Feb 18, 1997","May 01, 2003",Closed,Hole,630,,Packer,"Apr 04, 1997",,STC,"Mar 21, 1989"
 0093589,Suspension,Canadian Natural Resources Limited (0HE9),0346,11-36-079-12W6,"Feb 19, 1990","Feb 19, 1990",Closed,Hole,1600,,Not Converted,"Nov 30, 2002",,STC,"Jan 22, 1982"
 0246035,Suspension,Sequoia Resources Corp. (0Z5F),0K29,08-17-074-25W4,"Feb 19, 2001","Mar 06, 2001",Closed,Hole,9,,Cemented Liner,"Mar 02, 2001",,STC,"Feb 07, 2001"
 0129425,Suspension,Blue Sky Resources Ltd. (A7XK),0RA3,02-21-092-04W5,"Feb 19, 2008","Mar 24, 2008",Closed,Hole,413,465,Bridge Plug,"Feb 25, 2008",,STC,"Nov 11, 1996"
 0104435,Suspension,Paramount Resources Ltd. (0AW4),0JL8,15-30-063-13W5,"Feb 20, 2007","May 04, 2007",Closed,Hole,157,157,Replaced Failed Casing,"Apr 04, 2007",,STC,"Jan 24, 1994"
 0318494,Suspension,Cenovus Energy Inc. (A5D4),0R46,16-07-054-06W4,"Feb 20, 2020","Feb 24, 2020",Closed,Hole,3,6,Replaced Failed Casing,"Mar 25, 2020",,STC,"Dec 01, 2004"
 0121381,Suspension,Cenovus Energy Inc. (A5D4),A5D4,03-31-045-06W4,"Feb 21, 2024","Feb 22, 2024",Closed,Hole,645,686,Cement Squeeze/Plug,"Feb 22, 2024",,STC,"Jan 26, 1986"
 0058213,Suspension,Cenovus Energy Inc. (A5D4),0R46,09-07-047-04W4,"Feb 22, 2016","Feb 25, 2016",Closed,Burst,103,116,Cement Squeeze/Plug,"Feb 23, 2016",,STC,"Jul 11, 1976"
 0010265,Suspension,Sinopec Canada Energy Ltd. (A6GD),0MG5,05-01-054-26W4,"Feb 25, 1993","Feb 25, 1993",Closed,Hole,308,896,Failure in Prod Zone,"Feb 25, 1993",,STC,"Nov 18, 1955"
 0095967,Suspension,Strathcona Resources Ltd. (A8FG),A60R,14-17-037-01W4,"Feb 26, 2022","Feb 28, 2022",Closed,Thread Leak,615,726,Cement Squeeze/Plug,"May 25, 2022",,STC,"Jun 15, 1982"
 0176076,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,11-24-008-17W4,"Feb 27, 2013","Mar 06, 2013",Closed,Hole,4,5,Replaced Failed Casing,"Feb 28, 2013",,STC,"May 21, 1995"
 0019368,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,14-18-050-07W5,"Feb 28, 1991","Feb 28, 1991",Closed,Hole,,,Entry Error-Ignore,"Apr 13, 2010",,STC,"Jul 30, 1960"
 0032756,Suspension,Cenovus Energy Inc. (A5D4),0007,03-28-110-07W6,"Jan 01, 1974","Jan 01, 1974",Closed,Hole,2250,2257,Replaced Failed Casing,"Aug 25, 1975",,STC,"Oct 16, 1967"
 0032811,Suspension,Cabot Energy Inc. (A5HR),0T00,02-01-110-05W6,"Jan 01, 1978","Jan 01, 1978",Closed,Hole,,,Well Suspended,"Nov 30, 2002",,STC,"Oct 19, 1967"
 0096091,Suspension,2363750 Alberta Ltd. (A949),0LR8,16-15-036-01W5,"Jan 01, 1982","Jan 01, 1982",Closed,Collapse,,,Casing Patch,"Nov 30, 2002",,STC,"Jun 10, 1982"
 0027252,Suspension,Vantage Point Resources Inc. (A7PA),0AZ9,12-03-043-23W4,"Jan 01, 1982","Jan 01, 1982",Closed,Hole,,,Packer,"Nov 30, 2002",,STC,"Dec 19, 1964"
 0033315,Suspension,Cenovus Energy Inc. (A5D4),0R46,02-11-107-09W6,"Jan 01, 1983","Jan 01, 1983",Closed,Hole,920,,Cement Squeeze/Plug,"Nov 30, 2002",,STC,"Aug 13, 1996"
 0032318,Suspension,Cenovus Energy Inc. (A5D4),0007,02-29-110-05W6,"Jan 01, 1985","Jan 01, 1985",Closed,Hole,,,Not Converted,"Nov 30, 2002",,STC,"Jul 16, 1967"
 0027305,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,10-29-043-08W5,"Jan 01, 1987","Jan 01, 1987",Closed,Burst,,,Cement Squeeze/Plug,"Nov 30, 2002",,STC,"Mar 01, 1965"
 0033936,Suspension,Raimount Energy Corp. (A7LW),0T00,09-04-111-07W6,"Jan 01, 1987","Jan 01, 1987",Closed,Hole,,,Cement Squeeze/Plug,"Nov 30, 2002",,STC,"Apr 28, 1968"
 0033501,Suspension,Paramount Resources Ltd. (0AW4),0L31,02-14-117-04W6,"Jan 01, 1987","Jan 01, 1987",Closed,Hole,,,Packer,"Nov 30, 2002",,STC,"Feb 06, 1968"
 0032653,Suspension,Razor Energy Corp. (A7L1),0NX9,04-01-068-10W5,"Jan 01, 1987","Jan 01, 1987",Closed,Hole,,,Not Converted,"Nov 30, 2002",,STC,"Sep 19, 1967"
 0096325,Suspension,SanLing Energy Ltd. (A7AZ),0TA2,01-01-046-13W5,"Jan 01, 1987","Jan 01, 1987",Closed,Not Converted,,,Not Converted,"Nov 30, 2002",,STC,"Aug 02, 1982"
 0112951,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,11-21-052-12W5,"Jan 01, 1987","Jan 01, 1987",Closed,Parted,,,Replaced Failed Casing,"Nov 30, 2002",,STC,"Feb 21, 1985"
 0018702,Suspension,DEL Canada GP Ltd. (A7P1),0TM9,09-19-039-26W4,"Jan 01, 1987","Jan 01, 1987",Closed,Burst,1085,,Cement Squeeze/Plug,"Nov 30, 2002",,STC,"Mar 13, 1960"
 0031408,Suspension,Whitecap Resources Inc. (A5BE),0G30,06-17-034-03W5,"Jan 01, 1987","Jan 01, 1987",Closed,Burst,1412,,Casing Patch,"Nov 30, 2002",,STC,"Jan 04, 1967"
 0015385,Suspension,Canadian Natural Resources Limited (0HE9),A190,05-24-068-22W5,"Jan 01, 1987","Jan 01, 1987",Closed,Thread Leak,1092,1098,Replaced Failed Casing,"Nov 14, 1987",,STC,"Oct 13, 1987"
 0017121,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,10-16-048-10W5,"Jan 01, 1988","Jan 01, 1988",Closed,Hole,,,Packer,"Nov 30, 2002",,STC,"Aug 05, 1959"
 0014797,Suspension,Obsidian Energy Ltd. (0BP8),0RA1,10-22-049-10W5,"Jan 01, 1988","Jan 01, 1988",Closed,Hole,,,Packer,"Nov 30, 2002",,STC,"Mar 11, 1958"
 0017122,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,12-16-048-10W5,"Jan 01, 1988","Jan 01, 1988",Closed,Hole,1416,,Packer,"Nov 30, 2002",,STC,"Jul 21, 1959"
 0035765,Suspension,Paramount Resources Ltd. (0AW4),0L31,05-27-114-05W6,"Jan 01, 1988","Jan 01, 1988",Closed,Hole,875,1359,Replaced Failed Casing,"Sep 26, 1994",,STC,"Feb 26, 1969"
 0019715,Suspension,Whitecap Resources Inc. (A5BE),0N00,10-26-036-06W5,"Jan 01, 1989","Jan 01, 1989",Closed,Hole,,,Entry Error-Ignore,,,STC,"Oct 27, 1960"
 0121766,Suspension,NuVista Energy Ltd. (A0A7),0WN5,11-32-112-06W6,"Jan 03, 1987","Jan 03, 1987",Closed,Hole,,,Cement Squeeze/Plug,"Jan 12, 1986",,STC,"Mar 15, 1986"
 0064196,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,16-28-043-08W5,"Jan 04, 2012","Feb 02, 2012",Closed,Hole,1072,1181,Cement Squeeze/Plug,"Jul 15, 2012",,STC,"Aug 21, 1977"
 0023790,Suspension,Razor Energy Corp. (A7L1),0BP8,12-30-067-09W5,"Jan 06, 2011","May 22, 2013",Closed,Burst,1268,1272,Cement Squeeze/Plug,"Mar 04, 2011",,STC,"Mar 14, 1963"
 0164073,Suspension,Blue Sky Resources Ltd. (A7XK),0BP8,02-20-082-14W5,"Jan 07, 2012","Feb 03, 2012",Closed,Hole,378,379,Cement Squeeze/Plug,"Mar 10, 2012",,STC,"Feb 21, 1994"
 0065803,Suspension,Cenovus Energy Inc. (A5D4),A5D4,03-34-051-04W4,"Jan 07, 2024","Jan 09, 2024",Open,Collapse,4,29,,,,STC,"Oct 05, 1977"
 0228452,Suspension,Torxen Energy Ltd. (A7NW),0026,07-22-021-17W4,"Jan 09, 2000","Feb 18, 2000",Closed,Collapse,128,,Cemented Liner,"Feb 08, 2000",,STC,"Dec 07, 1999"
 0401405,Suspension,Cenovus Energy Inc. (A5D4),0R46,06-30-048-01W4,"Jan 10, 2010","Jan 13, 2010",Closed,Parted,5,5,Replaced Failed Casing,"Jan 12, 2010",,STC,"Oct 29, 2008"
 0008196,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,02-12-039-21W4,"Jan 13, 1990","Jan 13, 1990",Closed,Hole,,,Packer,"Jan 17, 1990",,STC,"Aug 13, 1954"
 0142678,Suspension,Canadian Natural Resources Limited (0HE9),0K29,07-02-075-06W4,"Jan 13, 2015","Mar 03, 2015",Closed,Parted,262,268,Cement Squeeze/Plug,"Mar 04, 2016",,STC,"Jan 21, 1990"
 0019834,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,12-11-050-07W5,"Jan 14, 2013","Jan 16, 2013",Closed,Hole,1029,1068,Cement Squeeze/Plug,"Mar 03, 2013",,STC,"Oct 28, 1960"
 0050627,Suspension,Canadian Natural Resources Limited (0HE9),0L31,10-23-078-10W6,"Jan 15, 1991","Jan 15, 1991",Closed,Hole,1108,,Cement Squeeze/Plug,"Jan 18, 1991",,STC,"Aug 24, 1974"
 0023820,Suspension,Vermilion Energy Inc. (A6FW),0RW3,16-11-051-11W5,"Jan 16, 1992","Jan 16, 1992",Closed,Hole,1296,1336,Cement Squeeze/Plug,"Jan 24, 1992",,STC,"Mar 02, 1963"
 0035092,Suspension,Paramount Resources Ltd. (0AW4),0L31,05-25-115-06W6,"Jan 16, 1999","Apr 26, 1999",Closed,Hole,,,Cement Squeeze/Plug,"Jan 20, 1999",,STC,"Nov 28, 1968"
 0273806,Suspension,Canadian Natural Resources Limited (0HE9),A5D4,15-10-082-23W4,"Jan 16, 2013","Aug 25, 2014",Closed,Collapse,677,678,Failure in Prod Zone,"Jan 16, 2013",,STC,"Nov 18, 2002"
 0317845,Suspension,Cenovus Energy Inc. (A5D4),0R46,10-24-105-08W6,"Jan 17, 2005","Jan 17, 2005",Closed,Thread Leak,112,113,Casing Patch,"Jan 17, 2005",,STC,"Jan 19, 2005"
 0127140,Suspension,NuVista Energy Ltd. (A0A7),A0A7,08-18-119-07W6,"Jan 18, 2011","Jan 19, 2011",Closed,Hole,10,13,Cement Squeeze/Plug,"Jan 24, 2011",,STC,"Jul 30, 1987"
 0125599,Suspension,Crescent Point Energy Corp. (A2J6),A2J6,03-14-042-14W4,"Jan 18, 2018","Feb 16, 2018",Closed,Hole,4,6,Replaced Failed Casing,"Apr 03, 2018",,STC,"Jan 29, 1987"
 0128893,Suspension,Vantage Point Resources Inc. (A7PA),0BP8,14-02-036-27W4,"Jan 21, 2012","Feb 08, 2012",Closed,Hole,763,770,Cement Squeeze/Plug,"Mar 21, 2012",,STC,"Oct 07, 1987"
 0051525,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,12-09-043-08W5,"Jan 22, 2014","Jan 23, 2014",Closed,Hole,1414,1421,Casing Patch,"Jan 25, 2014",,STC,"Nov 03, 1974"
 0163738,Suspension,Blue Sky Resources Ltd. (A7XK),0RA3,05-06-094-03W5,"Jan 23, 1999","Jan 15, 2010",Closed,Hole,467,585,Entry Error-Ignore,"Jan 28, 1999",,STC,"Feb 04, 1994"
 0017413,Suspension,Torxen Energy Ltd. (A7NW),0026,06-29-021-16W4,"Jan 23, 2003","Sep 04, 2003",Closed,Thread Leak,0,82,Replaced Failed Casing,"Aug 18, 2003",,STC,"Jul 26, 1959"
 0054096,Suspension,Ranahan Resources Limited (A900),0NC3,05-03-001-17W4,"Jan 23, 2004","Jan 27, 2004",Closed,Hole,676,680,Cement Squeeze/Plug,"Jan 31, 2004",,STC,"Jul 15, 1975"
 0149629,Suspension,Cleo Energy Corp. (A7BY),0P34,04-14-039-10W4,"Jan 24, 2007","Jan 27, 2009",Closed,Hole,0,5,Replaced Failed Casing,"Feb 04, 2007",,STC,"Aug 06, 1991"
 0031130,Suspension,Barrel Oil Corp. (A854),0AF4,02-03-013-18W4,"Jan 26, 2010","Jan 22, 2019",Closed,Hole,18,19,Cement Squeeze/Plug,"Jan 28, 2010",,STC,"Oct 27, 1966"
 0147696,Suspension,Spoke Resources Ltd. (A8FY),0Z0H,11-17-087-12W5,"Jan 26, 2010","Mar 17, 2010",Closed,Hole,524,753,Cement Squeeze/Plug,"Feb 28, 2010",,STC,"Mar 05, 1991"
 0127745,Suspension,Journey Energy Inc. (A2PH),0P34,02-34-012-05W4,"Jan 27, 2010","Apr 04, 2010",Closed,Hole,778,778,Entry Error-Ignore,,,STC,"Sep 02, 1987"
 0030822,Suspension,NuVista Energy Ltd. (A0A7),A0A7,09-17-109-05W6,"Jan 28, 2010","Feb 22, 2010",Closed,Hole,5,8,Replaced Failed Casing,"Feb 09, 2010",,STC,"Oct 08, 1966"
 0049620,Suspension,Surge Energy Inc. (0YK4),A5RD,01-26-047-05W4,"Jan 28, 2012","Feb 03, 2012",Closed,Hole,3,4,Replaced Failed Casing,"Jan 30, 2012",,STC,"May 18, 1974"
 0013181,Suspension,Ricochet Oil Corp. (A8K9),0T82,14-21-048-06W5,"Jan 29, 1991","Jan 29, 1991",Closed,Hole,,,Cement Squeeze/Plug,"Feb 02, 1991",,STC,"Mar 11, 1957"
 0098138,Suspension,Imperial Oil Resources Limited (0007),0007,12-08-065-03W4,"Jan 29, 1996","Jan 29, 1996",Closed,Hole,5,,Bridge Plug,"Feb 22, 1996",Cyclic Steam,STC,"Dec 04, 1982"
 0123578,Suspension,Pismo Energy Ltd. (A7BP),0WH3,15-10-040-13W4,"Jan 29, 2010","Feb 09, 2010",Closed,Hole,752,970,Cement Squeeze/Plug,"Feb 20, 2010",,STC,"Aug 08, 1986"
 0020227,Suspension,Paramount Resources Ltd. (0AW4),A1C9,02-34-064-19W5,"Jan 29, 2011","Feb 02, 2011",Closed,Hole,2200,2432,Cement Squeeze/Plug,"Mar 07, 2011",,STC,"Feb 13, 1961"
 0125427,Suspension,Tourmaline Oil Corp. (A573),0060,11-03-047-14W5,"Jan 30, 1987","Jan 30, 1987",Closed,Buckle,31,,Replaced Failed Casing,"Feb 15, 1987",,STC,"Apr 11, 1987"
 0407182,Suspension,Torxen Energy Ltd. (A7NW),0026,08-36-017-14W4,"Jan 30, 2009","Mar 18, 2009",Closed,Parted,59,59,Bridge Plug,"Mar 14, 2009",,STC,"Jan 28, 2009"
 0049316,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,12-04-043-08W5,"Jan 31, 2014","Feb 03, 2014",Closed,Hole,1630,1758,Casing Patch,"Feb 03, 2014",,STC,"Jun 19, 1974"
 0008187,Suspension,Obsidian Energy Ltd. (0BP8),0G30,14-27-047-08W5,"Jul 01, 1988","Jul 01, 1988",Closed,Hole,,,Cement Squeeze/Plug,"Jul 12, 1988",,STC,"Aug 08, 1954"
 0187003,Suspension,West Lake Energy Corp. (A7H7),A7H7,16-16-041-01W4,"Jul 01, 2018","Oct 10, 2018",Closed,Hole,4,10,Replaced Failed Casing,"Nov 05, 2018",,STC,"Apr 07, 1996"
 0078784,Suspension,Aspenleaf Energy Limited (A74X),A637,01-11-050-26W4,"Jul 05, 2012","Jul 05, 2012",Closed,Hole,897,1100,Cement Squeeze/Plug,"Jul 11, 2012",,STC,"Nov 18, 1979"
 0013238,Suspension,Cenovus Energy Inc. (A5D4),0R46,07-28-045-06W4,"Jul 06, 2017","Jul 11, 2017",Closed,Hole,7,9,Cement Squeeze/Plug,"Aug 08, 2017",,STC,"Mar 29, 1957"
 0188032,Suspension,Teine Energy Ltd. (A5L8),0039,12-12-043-02W4,"Jul 06, 2019","Jul 22, 2019",Closed,Hole,668,700,Entry Error-Ignore,"Sep 30, 2019",Injection,STC,"Jul 31, 1996"
 0157840,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,02-06-038-17W4,"Jul 07, 1993","Apr 22, 2015",Closed,Hole,605,609,Cement Squeeze/Plug,"Jul 19, 1993",,STC,"May 14, 1993"
 0306555,Suspension,Canadian Natural Resources Limited (0HE9),0K29,01-15-063-07W4,"Jul 07, 2004","Aug 26, 2004",Closed,Thread Leak,554,554,Cement Squeeze/Plug,"Sep 05, 2004",,STC,"May 22, 2004"
 0052997,Suspension,Cenovus Energy Inc. (A5D4),0R46,14-19-047-04W4,"Jul 07, 2011","Oct 03, 2011",Closed,Hole,70,70,Replaced Failed Casing,"Feb 09, 2012",,STC,"Feb 27, 1975"
 0102910,Suspension,Crescent Point Energy Corp. (A2J6),A2J6,02-23-042-14W4,"Jul 07, 2015","Jul 09, 2015",Closed,Burst,42,43,Cement Squeeze/Plug,"Jul 14, 2015",,STC,"Sep 05, 1983"
 0051525,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,12-09-043-08W5,"Jul 07, 2015","Jul 14, 2015",Closed,Hole,1414,1421,Cement Squeeze/Plug,"Jul 12, 2015",,STC,"Nov 03, 1974"
 0053740,Suspension,Long Run Exploration Ltd. (A517),0BP8,10-01-053-21W4,"Jul 08, 2010","Jul 13, 2010",Closed,Hole,329,330,Cement Squeeze/Plug,"Jul 12, 2010",,STC,"Jun 16, 1975"
 0020771,Suspension,Whitecap Resources Inc. (A5BE),0BP8,12-04-049-10W5,"Jul 08, 2011","Oct 03, 2011",Closed,Hole,1396,1401,Cement Squeeze/Plug,"Sep 24, 2011",,STC,"Oct 03, 1961"
 0069744,Suspension,Pine Cliff Energy Ltd. (A1GR),A5D4,16-08-017-09W4,"Jul 10, 2008","Sep 01, 2010",Closed,Hole,0,1,Replaced Failed Casing,"Jul 21, 2008",,STC,"Jul 20, 1978"
 0048266,Suspension,Cenovus Energy Inc. (A5D4),0R46,06-03-111-06W6,"Jul 10, 2012","Jul 19, 2012",Closed,Parted,1,1,Replaced Failed Casing,"Jul 15, 2012",,STC,"Jan 15, 1974"
 0345555,Suspension,Secure Energy Services Inc. (A267),0DP2,14-31-051-02W4,"Jul 10, 2016","Jul 14, 2016",Closed,Hole,0,1,Replaced Failed Casing,"Jul 12, 2016",,STC,"Dec 21, 2005"
 0077572,Suspension,Canadian Natural Resources Limited (0HE9),0006,14-28-066-10W5,"Jul 11, 1998","Mar 02, 1999",Closed,Parted,130,,Well/Zone Abandoned,"Oct 06, 1998",,STC,"Feb 01, 1980"
 0145618,Suspension,Baytex Energy Ltd. (0RL9),0RL9,16-09-011-18W4,"Jul 11, 2005","Jul 20, 2005",Closed,Hole,777,790,Casing Patch,"Jul 11, 2005",,STC,"Nov 01, 1990"
 0204257,Suspension,Canadian Natural Resources Limited (0HE9),0CW2,04-14-055-02W4,"Jul 12, 2006","Sep 13, 2006",Closed,Hole,0,2,Replaced Failed Casing,"Jul 24, 2006",,STC,"Sep 01, 1997"
 0098935,Suspension,City Of Medicine Hat (0150),0150,08-31-012-04W4,"Jul 12, 2021","Jul 27, 2021",Closed,Hole,499,504,Bridge Plug,"Aug 25, 2021",,STC,"Dec 04, 1982"
 0049867,Suspension,Cenovus Energy Inc. (A5D4),0R46,11-19-047-04W4,"Jul 13, 1987","Jul 13, 1987",Closed,Hole,575,600,Replaced Failed Casing,"Oct 15, 1987",,STC,"Jun 15, 1974"
 0109290,Suspension,Canadian Natural Resources Limited (0HE9),0026,08-30-072-07W6,"Jul 13, 1993","Jul 13, 1993",Closed,Hole,1661,,Entry Error-Ignore,"Jun 30, 2009",,STC,"Oct 19, 1984"
 0027799,Suspension,Cardinal Energy Ltd. (A6A7),A6A7,10-15-072-05W5,"Jul 13, 2017","Jul 15, 2017",Closed,Hole,1,75,Replaced Failed Casing,"Jul 15, 2017",,STC,"Mar 10, 1965"
 0077076,Suspension,Cenovus Energy Inc. (A5D4),0R46,07-10-109-08W6,"Jul 13, 2021","Jul 28, 2021",Closed,Hole,1772,1772,Bridge Plug,"Nov 11, 2021",,STC,"Aug 31, 1979"
 0159609,Suspension,Vermilion Energy Inc. (A6FW),0RW3,08-15-050-13W5,"Jul 14, 1993","Jul 14, 1993",Closed,Hole,1,1,Entry Error-Ignore,,,STC,"Jul 14, 1993"
 0054960,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,02-20-043-08W5,"Jul 14, 2015","Jul 30, 2015",Closed,Collapse,1022,1427,Cement Squeeze/Plug,"Jul 29, 2015",,STC,"Sep 25, 1975"
 0101052,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,04-21-042-08W5,"Jul 15, 1983","Jul 15, 1983",Closed,Hole,1821,,Packer,"Nov 30, 1983",,STC,"Apr 18, 1983"
 0013413,Suspension,Bonterra Energy Corp. (0XZ4),0XZ4,02-24-047-07W5,"Jul 15, 1991","Jul 15, 1991",Closed,Burst,,,Packer,"Jul 16, 1991",,STC,"Jun 16, 1957"
 0048863,Suspension,Canadian Natural Resources Limited (0HE9),0K29,05-14-080-03W6,"Jul 15, 2000","Jul 17, 2000",Closed,Parted,19,,Replaced Failed Casing,"Nov 30, 2002",,STC,"Feb 19, 1974"
 0322383,Suspension,Canadian Natural Resources Limited (0HE9),A5D4,12-19-083-19W4,"Jul 15, 2013","Aug 25, 2014",Closed,Collapse,459,460,Failure in Prod Zone,"Jul 15, 2013",,STC,"Apr 22, 2005"
 0026099,Suspension,Canadian Natural Resources Limited (0HE9),0K29,14-14-077-25W5,"Jul 16, 2006","Jul 28, 2006",Closed,Parted,1264,1264,Cement Squeeze/Plug,"Jul 26, 2006",,STC,"Jun 23, 1964"
 0053061,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,10-28-042-08W5,"Jul 16, 2010","Jul 20, 2010",Closed,Hole,1351,1448,Casing Patch,"Jul 24, 2010",,STC,"Mar 24, 1975"
 0202612,Suspension,Blue Sky Resources Ltd. (A7XK),0XJ9,02-13-014-19W4,"Jul 17, 2008","Jul 17, 2008",Closed,Hole,6,6,Replaced Failed Casing,"Jul 18, 2008",,STC,"Jul 26, 1997"
 0044626,Suspension,Obsidian Energy Ltd. (0BP8),0BP8,10-26-042-08W5,"Jul 17, 2010","Jul 19, 2010",Closed,Hole,742,977,Packer,"Sep 23, 2010",,STC,"Jan 08, 1973"
 0144627,Suspension,Rife Resources Ltd. (0DZ7),0DZ7,08-32-043-18W4,"Jul 19, 1990","Jul 19, 1990",Closed,Hole,46,,Cement Squeeze/Plug,"Jul 29, 1990",,STC,"Jul 08, 1990"
 0170868,Suspension,Canadian Natural Resources Limited (0HE9),0R46,10-04-023-11W4,"Jul 19, 2012","Oct 02, 2012",Closed,Thread Leak,765,768,Cement Squeeze/Plug,"Oct 12, 2012",,STC,"Nov 18, 1994"
 0003250,Suspension,Enhance Energy Inc. (A216),0AZ9,06-02-049-27W4,"Jul 20, 1999","Aug 18, 1999",Closed,Hole,1068,,Cement Squeeze/Plug,"Jul 29, 1999",,STC,"Sep 19, 1951"
 0105187,Suspension,Surge Energy Inc. (0YK4),0RL9,12-32-088-08W5,"Jul 20, 2004","Aug 20, 2004",Closed,Hole,5,5,Replaced Failed Casing,"Nov 24, 2004",,STC,"Jan 30, 1984"
 0206175,Suspension,Canadian Natural Resources Limited (0HE9),0K29,03-18-063-07W4,"Jul 20, 2009","Sep 17, 2009",Closed,Hole,4,4,Replaced Failed Casing,"Jul 22, 2009",,STC,"Oct 11, 1997"
 0200931,Suspension,West Lake Energy Corp. (A7H7),A7H7,04-05-038-03W4,"Jul 20, 2017","Aug 09, 2017",Closed,Hole,490,850,Cement Squeeze/Plug,"Sep 14, 2017",,STC,"May 13, 1997"
 0081777,Suspension,Cenovus Energy Inc. (A5D4),0R46,06-11-052-07W4,"Jul 22, 1994","Aug 16, 2018",Closed,Parted,527,527,Bridge Plug,"Jul 22, 1994",,STC,"Jun 02, 1980"
 0270884,Suspension,Canadian Natural Resources Limited (0HE9),0K29,08-01-063-07W4,"Jul 22, 2014","Jul 25, 2014",Closed,Thread Leak,176,176,Bridge Plug,"Jul 22, 2014",,STC,"Jun 29, 2002"
 0353036,Suspension,Canadian Natural Resources Limited (0HE9),0CW2,11-26-062-06W4,"Jul 23, 2006","Aug 22, 2006",Closed,Hole,421,434,Casing Patch,"Jun 04, 2008",,STC,"Jul 22, 2006"
 0076029,Suspension,Trident Exploration (Alberta) Corp. (A663),A663,06-09-033-17W4,"Jul 23, 2008","Jul 04, 2022",Open,Hole,47,47,,,,STC,"Jul 07, 1979"
 0212461,Suspension,Cardinal Energy Ltd. (A6A7),A5D4,06-07-048-09W4,"Jul 23, 2012","Aug 20, 2012",Closed,Hole,11,11,Cement Squeeze/Plug,"Aug 24, 2012",,STC,"Feb 26, 1998"
 0006248,Suspension,Canadian Natural Resources Limited (0HE9),0HE9,09-02-039-21W4,"Jul 24, 1990","Jul 24, 1990",Closed,Hole,,,Packer,"Oct 17, 1990",,STC,"May 04, 1953"
 0017052,Suspension,Saturn Oil & Gas Inc. (A83E),A83E,14-07-048-10W5,"Jul 26, 2023","Aug 01, 2023",Closed,Burst,1430,1434,Bridge Plug,"Jul 28, 2023",,STC,"Jul 18, 1959"
 0113796,Suspension,Logic Energy Ltd. (A67B),A67B,06-01-038-17W4,"Jul 27, 2016","Aug 22, 2016",Closed,Thread Leak,420,450,Cement Squeeze/Plug,"Oct 29, 2016",,STC,"Apr 26, 1985"
 0185295,Suspension,Harvest Operations Corp. (0Z0H),0Z0H,11-27-041-12W4,"Jul 28, 2010","Aug 18, 2010",Closed,Hole,7,7,Replaced Failed Casing,"Jul 30, 2010",,STC,"Mar 16, 1996"
 0125667,Suspension,Spoke Resources Ltd. (A8FY),0346,13-05-087-09W5,"Jul 29, 1994","Jul 29, 1994",Closed,Hole,381,417,Cement Squeeze/Plug,"Jul 30, 1994",,STC,"Feb 17, 1987"
 0267502,Suspension,CNOOC Petroleum North America ULC (A6LC),0226,01-21-085-06W4,"Jul 29, 2006","Sep 26, 2006",Closed,Thread Leak,116,117,Casing Patch,"Aug 30, 2006",,STC,"Mar 08, 2002"
 0203969,Suspension,Canadian Natural Resources Limited (0HE9),0CW2,13-11-055-02W4,"Jul 29, 2009","Oct 28, 2009",Closed,Hole,5,6,Cement Squeeze/Plug,"Oct 22, 2009",,STC,"Aug 01, 1997"
 0017588,Suspension,Canadian Natural Resources Limited (0HE9),0BL1,02-21-066-10W5,"Jul 31, 2000","Aug 22, 2000",Closed,Hole,138,,Replaced Failed Casing,"Aug 11, 2000",,STC,"Jan 27, 1960"
 0024076,Suspension,Blue Sky Resources Ltd. (A7XK),0RW3,04-34-081-09W5,"Jul 31, 2007","Aug 10, 2007",Closed,Hole,5,5,Replaced Failed Casing,"Aug 09, 2007",,STC,"Jun 23, 1963"
 0140183,Suspension,Canadian Natural Resources Limited (0HE9),0R46,06-22-022-09W4,"Jul 31, 2013","Aug 16, 2013",Closed,Hole,242,244,Cement Squeeze/Plug,"Feb 25, 2014",,STC,"Jul 16, 1989"
